Hospital_ID,Hospital_Name,Date,Total_Beds,Occupied_Beds,Available_Beds,Total_Admissions,Total_Discharges,Emergency_Admissions,Outpatient_Visits
H006,Sunrise Community Hospital,2025-12-31,264,228,36,19,17.0,12.0,209.0
H004,HealthFirst Medical Institute,2025-02-18,290,193,97,28,28.0,7.0,43.0
H004,HealthFirst Medical Institute,2025-08-05,290,159,131,24,29.0,,176.0
H007,Unity Wellness Hospital,2025-06-10,221,176,45,36,21.0,5.0,96.0
H004,HealthFirst Medical Institute,2025-01-17,290,158,132,25,23.0,13.0,151.0
H007,Unity Wellness Hospital,2025-09-11,221,147,74,22,24.0,8.0,125.0
H004,HealthFirst Medical Institute,2025-10-14,290,218,72,15,17.0,7.0,84.0
H005,PrimeCare Hospital,2025-04-15,275,217,58,31,26.0,7.0,158.0
H005,PrimeCare Hospital,2025-12-10,275,165,110,11,22.0,6.0,146.0
H005,PrimeCare Hospital,2025-04-09,275,201,74,18,20.0,5.0,122.0
H005,PrimeCare Hospital,2025-05-15,275,250,25,30,19.0,6.0,123.0
H006,Sunrise Community Hospital,2025-05-04,264,164,100,15,25.0,3.0,142.0
H005,PrimeCare Hospital,2025-12-29,275,258,17,29,21.0,13.0,120.0
H006,Sunrise Community Hospital,2025-04-12,264,253,11,24,18.0,7.0,117.0
H001,MedCare General Hospital,2025-11-24,477,320,157,17,40.0,10.0,77.0
H002,CityCare Medical Center,2025-03-19,207,117,90,29,20.0,12.0,101.0
H005,PrimeCare Hospital,2025-08-06,275,149,126,38,19.0,10.0,69.0
H004,HealthFirst Medical Institute,2025-12-25,290,185,105,31,25.0,9.0,86.0
H003,LifeLine Hospital,2025-04-13,162,116,46,28,9.0,7.0,102.0
H006,Sunrise Community Hospital,2025-06-25,264,168,96,22,24.0,6.0,167.0
H006,Sunrise Community Hospital,2025-12-22,264,160,104,20,28.0,2.0,116.0
H006,Sunrise Community Hospital,2025-06-17,264,156,108,18,22.0,11.0,183.0
H004,HealthFirst Medical Institute,2025-10-12,290,190,100,19,23.0,4.0,61.0
H001,MedCare General Hospital,2025-03-28,477,275,202,8,29.0,7.0,180.0
H007,Unity Wellness Hospital,2025-11-11,221,159,62,20,19.0,5.0,89.0
H003,LifeLine Hospital,2025-02-17,162,127,35,7,25.0,7.0,153.0
H005,PrimeCare Hospital,03-06-2025,275,200,75,34,24.0,12.0,105.0
H001,MedCare General Hospital,2025-02-24,477,425,52,13,24.0,13.0,80.0
H006,Sunrise Community Hospital,2025-05-31,264,189,75,40,15.0,3.0,188.0
H004,HealthFirst Medical Institute,2025-07-12,290,197,93,14,28.0,7.0,141.0
H006,Sunrise Community Hospital,2025-05-09,264,180,84,32,29.0,9.0,49.0
H005,PrimeCare Hospital,2025-07-18,275,195,80,42,41.0,12.0,155.0
H004,HealthFirst Medical Institute,2025-05-31,290,197,93,13,30.0,10.0,94.0
H001,MedCare General Hospital,2025-04-24,477,320,157,8,9.0,4.0,105.0
H007,Unity Wellness Hospital,2025-08-03,221,143,78,29,33.0,11.0,158.0
H003,LifeLine Hospital,2025-09-15,162,127,35,25,31.0,13.0,63.0
H006,Sunrise Community Hospital,2025-06-09,264,157,107,26,32.0,2.0,121.0
H005,PrimeCare Hospital,2025-07-15,275,210,65,44,17.0,12.0,165.0
H003,LifeLine Hospital,2025-10-07,162,137,25,8,32.0,8.0,112.0
H004,HealthFirst Medical Institute,2025-04-14,290,227,63,27,28.0,5.0,154.0
H002,CityCare Medical Center,2025-08-13,207,120,87,25,22.0,0.0,54.0
H003,LifeLine Hospital,2025-02-08,162,104,58,19,13.0,12.0,184.0
H001,MedCare General Hospital,2025-01-18,477,314,163,32,19.0,10.0,140.0
H003,LifeLine Hospital,2025-11-09,162,118,44,16,27.0,8.0,134.0
H006,Sunrise Community Hospital,2025-10-06,264,220,44,15,11.0,14.0,204.0
H001,MedCare General Hospital,2025-10-13,477,230,247,41,22.0,4.0,108.0
H002,CityCare Medical Center,2025-03-05,207,153,54,25,25.0,9.0,111.0
H006,Sunrise Community Hospital,2025-07-18,264,193,71,28,17.0,10.0,75.0
H006,Sunrise Community Hospital,2025-07-24,264,225,39,15,10.0,8.0,104.0
H002,CityCare Medical Center,2025-11-01,207,189,18,22,29.0,15.0,114.0
H001,MedCare General Hospital,2025-02-01,477,302,175,39,14.0,10.0,146.0
H004,HealthFirst Medical Institute,2025-09-04,290,168,122,21,35.0,9.0,108.0
H002,CityCare Medical Center,2025-12-24,207,149,58,25,27.0,8.0,147.0
H003,LifeLine Hospital,2025-08-10,162,122,40,13,18.0,13.0,148.0
H006,Sunrise Community Hospital,2025-02-02,264,110,154,28,24.0,10.0,155.0
H001,MedCare General Hospital,2025-08-03,477,340,137,28,13.0,9.0,159.0
H006,Sunrise Community Hospital,2025-02-28,264,161,103,38,24.0,10.0,110.0
H004,HealthFirst Medical Institute,2025-03-11,290,209,81,27,33.0,4.0,96.0
H001,MedCare General Hospital,2025-11-23,477,371,106,18,32.0,6.0,106.0
H002,CityCare Medical Center,2025-07-15,207,153,54,46,15.0,10.0,116.0
H004,HealthFirst Medical Institute,2025-10-16,290,164,126,16,38.0,16.0,118.0
H003,LifeLine Hospital,2025-12-23,162,103,59,20,21.0,9.0,147.0
H006,Sunrise Community Hospital,2025-04-14,264,136,128,27,24.0,10.0,111.0
H001,MedCare General Hospital,2025-12-08,477,329,148,30,22.0,16.0,81.0
H001,MedCare General Hospital,2025-05-28,477,370,107,27,37.0,12.0,160.0
H006,Sunrise Community Hospital,2025-04-24,264,205,59,22,22.0,19.0,110.0
H006,Sunrise Community Hospital,2025-08-21,264,200,64,24,19.0,9.0,89.0
H004,HealthFirst Medical Institute,2025-01-13,290,284,6,16,14.0,7.0,158.0
H003,LifeLine Hospital,2025-04-29,162,80,82,32,29.0,6.0,121.0
H003,LifeLine Hospital,2025-08-25,162,133,29,15,28.0,11.0,43.0
H003,LifeLine Hospital,2025-12-09,162,115,47,25,16.0,9.0,112.0
H001,MedCare General Hospital,2025-06-05,477,253,224,19,23.0,8.0,144.0
H005,PrimeCare Hospital,2025-10-20,275,230,45,14,28.0,4.0,117.0
H005,PrimeCare Hospital,2025-08-19,275,140,135,28,19.0,5.0,75.0
H003,LifeLine Hospital,2025-09-30,162,147,15,30,22.0,9.0,123.0
H006,Sunrise Community Hospital,2025-04-29,264,187,77,27,28.0,4.0,95.0
H006,Sunrise Community Hospital,2025-11-22,264,200,64,33,14.0,0.0,96.0
H006,Sunrise Community Hospital,2025-05-03,264,185,79,28,31.0,7.0,136.0
H007,Unity Wellness Hospital,2025-03-21,221,147,74,22,35.0,14.0,130.0
H007,Unity Wellness Hospital,2025-08-14,221,171,50,24,37.0,10.0,149.0
H004,HealthFirst Medical Institute,2025-04-19,290,178,112,42,22.0,9.0,158.0
H005,PrimeCare Hospital,2025-12-19,275,194,81,25,17.0,10.0,138.0
H007,Unity Wellness Hospital,2025-08-07,221,167,54,24,30.0,8.0,186.0
H007,Unity Wellness Hospital,2025-05-24,221,139,82,31,23.0,6.0,52.0
H005,PrimeCare Hospital,2025-04-07,275,185,90,33,44.0,9.0,127.0
H007,Unity Wellness Hospital,2025-12-05,221,120,101,23,32.0,8.0,132.0
H003,LifeLine Hospital,2025-05-26,162,129,33,6,26.0,6.0,88.0
H007,Unity Wellness Hospital,2025-04-24,221,199,22,22,30.0,12.0,108.0
H003,LifeLine Hospital,2025-07-28,162,115,47,26,28.0,12.0,112.0
H007,Unity Wellness Hospital,2025-04-26,221,168,53,27,28.0,10.0,81.0
H001,MedCare General Hospital,2025-12-13,477,330,147,22,21.0,8.0,151.0
H006,Sunrise Community Hospital,2025-11-14,264,227,37,41,8.0,3.0,110.0
H007,Unity Wellness Hospital,2025-12-16,221,188,33,36,12.0,8.0,99.0
H005,PrimeCare Hospital,2025-02-04,275,229,46,22,34.0,4.0,116.0
H002,CityCare Medical Center,2025-01-21,207,126,81,4,32.0,4.0,198.0
H005,PrimeCare Hospital,2025-07-25,275,252,23,23,24.0,8.0,115.0
H005,PrimeCare Hospital,2025-09-21,275,165,110,13,29.0,11.0,183.0
H001,MedCare General Hospital,2025-09-01,477,414,63,19,17.0,10.0,205.0
H005,PrimeCare Hospital,2025-05-23,275,188,87,28,23.0,8.0,104.0
H003,LifeLine Hospital,2025-07-26,162,112,50,20,18.0,14.0,78.0
H007,Unity Wellness Hospital,2025-04-04,221,142,79,24,21.0,6.0,153.0
H001,MedCare General Hospital,2025-11-09,477,342,135,19,31.0,0.0,149.0
H007,Unity Wellness Hospital,2025-11-10,221,157,64,28,31.0,17.0,116.0
H005,PrimeCare Hospital,2025-05-31,275,162,113,15,20.0,7.0,98.0
H004,HealthFirst Medical Institute,2025-08-26,290,237,53,19,2.0,12.0,91.0
H003,LifeLine Hospital,2025-08-27,162,100,62,25,22.0,11.0,166.0
H004,HealthFirst Medical Institute,2025-12-26,290,149,141,26,22.0,12.0,177.0
H002,CityCare Medical Center,2025-10-23,207,157,50,17,15.0,9.0,164.0
H003,LifeLine Hospital,2025-07-25,162,97,65,30,30.0,13.0,130.0
H002,CityCare Medical Center,2025-01-06,207,132,75,39,31.0,4.0,160.0
H002,CityCare Medical Center,2025-07-21,207,106,101,17,21.0,15.0,110.0
H003,LifeLine Hospital,2025-10-22,162,89,73,21,23.0,7.0,147.0
H003,LifeLine Hospital,2025-04-05,162,104,58,23,25.0,12.0,132.0
H003,LifeLine Hospital,2025-09-10,162,106,56,35,25.0,12.0,69.0
H006,Sunrise Community Hospital,2025-09-04,264,258,6,28,21.0,1.0,124.0
H005,PrimeCare Hospital,2025-03-29,275,142,133,46,25.0,11.0,144.0
H007,Unity Wellness Hospital,2025-01-18,221,132,89,24,25.0,10.0,90.0
H007,Unity Wellness Hospital,2025-10-09,221,174,47,21,19.0,9.0,125.0
H003,LifeLine Hospital,2025-03-25,162,104,58,26,14.0,10.0,162.0
H004,HealthFirst Medical Institute,2025-12-02,290,232,58,30,29.0,5.0,104.0
H003,LifeLine Hospital,2025-02-18,162,130,32,29,8.0,5.0,104.0
H004,HealthFirst Medical Institute,2025-08-14,290,163,127,25,27.0,12.0,117.0
H005,PrimeCare Hospital,2025-05-21,275,196,79,20,29.0,8.0,171.0
H003,LifeLine Hospital,2025-11-19,162,140,22,18,27.0,10.0,167.0
H006,Sunrise Community Hospital,2025-03-25,264,200,64,20,19.0,12.0,176.0
H003,LifeLine Hospital,2025-10-11,162,112,50,25,23.0,15.0,131.0
H004,HealthFirst Medical Institute,2025-11-03,290,235,55,37,34.0,14.0,177.0
H007,Unity Wellness Hospital,2025-04-17,221,159,62,27,20.0,7.0,96.0
H006,Sunrise Community Hospital,2025-11-01,264,197,67,40,21.0,10.0,58.0
H006,Sunrise Community Hospital,2025-01-22,264,188,76,30,22.0,9.0,167.0
H001,MedCare General Hospital,2025-05-07,477,246,231,37,20.0,8.0,79.0
H003,LifeLine Hospital,2025-06-07,162,130,32,34,21.0,7.0,140.0
H006,Sunrise Community Hospital,2025-10-01,264,158,106,25,18.0,4.0,91.0
H004,HealthFirst Medical Institute,2025-09-10,290,226,64,31,47.0,10.0,78.0
H003,LifeLine Hospital,2025-10-05,162,158,4,42,36.0,6.0,135.0
H001,MedCare General Hospital,2025-12-22,477,267,210,20,20.0,8.0,92.0
H003,LifeLine Hospital,2025-10-01,162,106,56,8,25.0,8.0,135.0
H005,PrimeCare Hospital,2025-01-24,275,139,136,31,23.0,5.0,110.0
H002,CityCare Medical Center,2025-11-14,207,132,75,21,17.0,16.0,97.0
H003,LifeLine Hospital,2025-04-08,162,109,53,24,31.0,10.0,120.0
H006,Sunrise Community Hospital,2025-11-29,264,219,45,33,10.0,8.0,101.0
H003,LifeLine Hospital,2025-09-12,162,148,14,27,35.0,11.0,137.0
H004,HealthFirst Medical Institute,2025-05-19,290,187,103,34,22.0,8.0,137.0
H006,Sunrise Community Hospital,2025-12-21,264,198,66,12,18.0,6.0,105.0
H001,MedCare General Hospital,2025-05-21,477,313,164,33,12.0,6.0,57.0
H001,MedCare General Hospital,2025-08-06,477,368,109,33,21.0,9.0,112.0
H006,Sunrise Community Hospital,2025-10-08,264,187,77,20,33.0,5.0,121.0
H005,PrimeCare Hospital,2025-10-10,275,194,81,21,21.0,4.0,164.0
H007,Unity Wellness Hospital,2025-09-08,221,167,54,38,27.0,3.0,179.0
H005,PrimeCare Hospital,2025-11-27,275,205,70,15,19.0,5.0,108.0
H005,PrimeCare Hospital,2025-10-07,275,227,48,43,23.0,3.0,72.0
H001,MedCare General Hospital,2025-01-23,477,233,244,24,43.0,9.0,112.0
H002,CityCare Medical Center,2025-12-13,207,148,59,30,23.0,9.0,68.0
H004,HealthFirst Medical Institute,2025-03-04,290,229,61,24,10.0,16.0,123.0
H005,PrimeCare Hospital,2025-03-27,275,150,125,14,26.0,2.0,126.0
H003,LifeLine Hospital,2025-05-22,162,130,32,26,28.0,7.0,147.0
H005,PrimeCare Hospital,2025-03-19,275,227,48,21,22.0,11.0,112.0
H001,MedCare General Hospital,2025-01-11,477,361,116,21,28.0,6.0,161.0
H006,Sunrise Community Hospital,2025-01-09,264,188,76,14,26.0,5.0,133.0
H007,Unity Wellness Hospital,2025-08-18,221,165,56,35,29.0,6.0,126.0
H005,PrimeCare Hospital,2025-11-21,275,253,22,28,23.0,4.0,75.0
H004,HealthFirst Medical Institute,2025-08-09,290,249,41,20,26.0,4.0,48.0
H003,LifeLine Hospital,2025-01-25,162,136,26,21,17.0,5.0,49.0
H002,CityCare Medical Center,2025-09-19,207,146,61,24,35.0,2.0,121.0
H005,PrimeCare Hospital,2025-12-25,275,221,54,22,34.0,4.0,168.0
H006,Sunrise Community Hospital,2025-09-19,264,176,88,33,23.0,10.0,130.0
H001,MedCare General Hospital,2025-05-10,477,327,150,3,22.0,3.0,147.0
H003,LifeLine Hospital,2025-04-24,162,127,35,39,26.0,7.0,47.0
H001,MedCare General Hospital,2025-11-20,477,467,10,27,20.0,5.0,165.0
H006,Sunrise Community Hospital,2025-12-05,264,179,85,25,23.0,9.0,188.0
H005,PrimeCare Hospital,2025-03-06,275,171,104,20,18.0,5.0,228.0
H004,HealthFirst Medical Institute,2025-07-09,290,169,121,18,25.0,14.0,97.0
H007,Unity Wellness Hospital,2025-10-23,221,143,78,19,22.0,9.0,109.0
H001,MedCare General Hospital,2025-01-15,477,364,113,37,36.0,8.0,15.0
H003,LifeLine Hospital,2025-08-06,162,135,27,18,13.0,9.0,148.0
H001,MedCare General Hospital,2025-08-04,477,315,162,12,36.0,7.0,154.0
H005,PrimeCare Hospital,2025-09-09,275,203,72,22,23.0,17.0,166.0
H006,Sunrise Community Hospital,2025-08-03,264,207,57,27,34.0,13.0,132.0
H004,HealthFirst Medical Institute,2025-03-29,290,226,64,24,27.0,14.0,110.0
H005,PrimeCare Hospital,2025-10-06,275,214,61,26,23.0,11.0,118.0
H005,PrimeCare Hospital,2025-07-05,275,182,93,21,22.0,17.0,149.0
H003,LifeLine Hospital,2025-05-15,162,116,46,24,15.0,13.0,89.0
H002,CityCare Medical Center,2025-06-01,207,158,49,28,33.0,8.0,163.0
H002,CityCare Medical Center,2025-08-21,207,125,82,24,14.0,9.0,216.0
H001,MedCare General Hospital,2025-07-15,477,235,242,21,11.0,0.0,150.0
H004,HealthFirst Medical Institute,2025-07-02,290,252,38,24,30.0,3.0,150.0
H001,MedCare General Hospital,2025-10-16,477,381,96,34,13.0,9.0,135.0
H003,LifeLine Hospital,2025-08-09,162,138,24,22,20.0,8.0,98.0
H007,Unity Wellness Hospital,2025-08-12,221,163,58,27,27.0,7.0,179.0
H006,Sunrise Community Hospital,2025-04-06,264,120,144,35,20.0,9.0,154.0
H007,Unity Wellness Hospital,2025-09-12,221,173,48,23,27.0,12.0,95.0
H004,HealthFirst Medical Institute,2025-01-26,290,202,88,24,31.0,8.0,
H005,PrimeCare Hospital,2025-07-16,275,187,88,35,0.0,12.0,79.0
H002,CityCare Medical Center,2025-07-04,207,141,66,26,27.0,4.0,111.0
H001,MedCare General Hospital,2025-06-06,477,353,124,14,28.0,10.0,142.0
H002,CityCare Medical Center,2025-02-24,207,147,60,30,11.0,4.0,152.0
H003,LifeLine Hospital,2025-07-12,162,117,45,8,19.0,8.0,122.0
H005,PrimeCare Hospital,2025-09-26,275,251,24,18,25.0,13.0,130.0
H002,CityCare Medical Center,2025-04-23,207,130,77,23,31.0,5.0,161.0
H005,PrimeCare Hospital,2025-08-21,275,173,102,7,15.0,7.0,159.0
H005,PrimeCare Hospital,2025-10-04,275,160,115,25,30.0,2.0,154.0
H005,PrimeCare Hospital,2025-03-05,275,162,113,26,13.0,14.0,135.0
H005,PrimeCare Hospital,2025-01-12,275,226,49,27,14.0,8.0,197.0
H002,CityCare Medical Center,2025-07-08,207,169,38,24,19.0,10.0,112.0
H004,HealthFirst Medical Institute,2025-04-18,290,206,84,28,32.0,9.0,139.0
H002,CityCare Medical Center,2025-01-26,207,104,103,35,18.0,5.0,96.0
H002,CityCare Medical Center,2025-08-02,207,152,55,7,25.0,7.0,140.0
H007,Unity Wellness Hospital,2025-07-05,221,118,103,23,26.0,7.0,95.0
H005,PrimeCare Hospital,2025-09-28,275,162,113,29,22.0,11.0,151.0
H007,Unity Wellness Hospital,2025-07-06,221,161,60,22,24.0,7.0,121.0
H003,LifeLine Hospital,2025-04-01,162,87,75,18,31.0,14.0,117.0
H007,Unity Wellness Hospital,2025-10-01,221,179,42,39,33.0,10.0,110.0
H003,LifeLine Hospital,2025-10-04,162,92,70,35,28.0,11.0,148.0
H004,HealthFirst Medical Institute,2025-06-03,290,201,89,17,31.0,14.0,95.0
H007,Unity Wellness Hospital,2025-12-02,221,170,51,24,25.0,7.0,62.0
H002,CityCare Medical Center,2025-10-27,207,153,54,17,26.0,2.0,164.0
H007,Unity Wellness Hospital,2025-03-26,221,138,83,10,21.0,9.0,75.0
H001,MedCare General Hospital,2025-05-23,477,355,122,24,27.0,6.0,118.0
H007,Unity Wellness Hospital,2025-02-14,221,182,39,27,21.0,4.0,146.0
H006,Sunrise Community Hospital,2025-04-07,264,238,26,2,12.0,2.0,139.0
H002,CityCare Medical Center,2025-02-26,207,189,18,17,21.0,11.0,144.0
H003,LifeLine Hospital,2025-03-11,162,117,45,8,37.0,7.0,134.0
H006,Sunrise Community Hospital,2025-07-17,264,168,96,39,24.0,6.0,108.0
H002,CityCare Medical Center,2025-09-08,207,194,13,31,25.0,11.0,110.0
H004,HealthFirst Medical Institute,2025-08-12,290,201,89,15,19.0,14.0,46.0
H001,MedCare General Hospital,2025-10-23,477,380,97,24,16.0,10.0,102.0
H002,CityCare Medical Center,2025-02-06,207,154,53,25,29.0,5.0,157.0
H001,MedCare General Hospital,2025-03-30,477,365,112,24,23.0,0.0,67.0
H007,Unity Wellness Hospital,2025-05-25,221,116,105,25,40.0,3.0,37.0
H007,Unity Wellness Hospital,2025-12-01,221,146,75,24,23.0,6.0,26.0
H001,MedCare General Hospital,2025-05-12,477,346,131,25,25.0,8.0,114.0
H005,PrimeCare Hospital,2025-07-17,275,229,46,26,18.0,4.0,43.0
H005,PrimeCare Hospital,2025-10-13,275,185,90,50,27.0,12.0,110.0
H005,PrimeCare Hospital,2025-10-24,275,173,102,32,14.0,13.0,71.0
H004,HealthFirst Medical Institute,2025-11-04,290,218,72,25,29.0,12.0,107.0
H006,Sunrise Community Hospital,2025-10-25,264,183,81,33,18.0,14.0,127.0
H007,Unity Wellness Hospital,2025-02-06,221,117,104,28,33.0,10.0,127.0
H004,HealthFirst Medical Institute,2025-04-04,290,162,128,31,11.0,9.0,139.0
H002,CityCare Medical Center,2025-12-26,207,114,93,27,24.0,1.0,195.0
H004,HealthFirst Medical Institute,2025-08-08,290,204,86,14,20.0,14.0,126.0
H006,Sunrise Community Hospital,2025-02-05,264,203,61,31,9.0,11.0,159.0
H001,MedCare General Hospital,2025-09-27,477,258,219,4,13.0,4.0,111.0
H006,Sunrise Community Hospital,2025-02-18,264,142,122,22,31.0,14.0,134.0
H006,Sunrise Community Hospital,2025-10-28,264,181,83,35,31.0,6.0,192.0
H004,HealthFirst Medical Institute,2025-10-05,290,180,110,39,26.0,16.0,119.0
H007,Unity Wellness Hospital,2025-02-07,221,123,98,17,19.0,4.0,112.0
H003,LifeLine Hospital,2025-07-07,162,139,23,33,20.0,12.0,76.0
H005,PrimeCare Hospital,2025-08-26,275,222,53,28,28.0,5.0,91.0
H004,HealthFirst Medical Institute,2025-08-13,290,255,35,20,9.0,6.0,189.0
H007,Unity Wellness Hospital,2025-02-12,221,194,27,17,42.0,1.0,210.0
H006,Sunrise Community Hospital,2025-05-28,264,209,55,28,15.0,11.0,124.0
H002,CityCare Medical Center,2025-08-11,207,185,22,20,10.0,8.0,104.0
H007,Unity Wellness Hospital,2025-09-07,221,172,49,19,17.0,9.0,120.0
H006,Sunrise Community Hospital,2025-04-25,264,164,100,25,33.0,11.0,60.0
H002,CityCare Medical Center,2025-01-11,207,183,24,20,10.0,8.0,87.0
H001,MedCare General Hospital,2025-11-30,477,342,135,17,30.0,6.0,141.0
H006,Sunrise Community Hospital,2025-03-02,264,190,74,17,8.0,6.0,201.0
H007,Unity Wellness Hospital,2025-08-10,221,165,56,14,23.0,14.0,131.0
H005,PrimeCare Hospital,2025-05-25,275,119,156,20,16.0,1.0,0.0
H004,HealthFirst Medical Institute,24-01-2025,290,189,101,22,27.0,5.0,164.0
H004,HealthFirst Medical Institute,2025/12/14,290,284,6,21,20.0,3.0,120.0
H006,Sunrise Community Hospital,2025-04-22,264,177,87,13,17.0,12.0,88.0
H003,LifeLine Hospital,2025-06-30,162,143,19,31,16.0,12.0,116.0
H003,LifeLine Hospital,2025-02-16,162,122,40,26,16.0,1.0,117.0
H006,Sunrise Community Hospital,2025-01-12,264,187,77,21,26.0,8.0,113.0
H001,MedCare General Hospital,2025-11-25,477,344,133,36,27.0,8.0,77.0
H004,HealthFirst Medical Institute,2025-09-05,290,246,44,36,26.0,14.0,41.0
H001,MedCare General Hospital,2025-11-17,477,332,145,35,17.0,6.0,100.0
H005,PrimeCare Hospital,2025-06-09,275,269,6,34,27.0,13.0,126.0
H006,Sunrise Community Hospital,2025-09-22,264,196,68,31,21.0,4.0,110.0
H001,MedCare General Hospital,2025-01-13,477,316,161,23,14.0,4.0,152.0
H003,LifeLine Hospital,2025-06-17,162,85,77,28,31.0,6.0,120.0
H001,MedCare General Hospital,2025-06-21,477,310,167,18,19.0,10.0,145.0
H001,MedCare General Hospital,2025-09-18,477,305,172,32,17.0,8.0,141.0
H006,Sunrise Community Hospital,2025-05-18,264,172,92,19,32.0,10.0,114.0
H002,CityCare Medical Center,2025-11-21,207,120,87,24,20.0,5.0,103.0
H003,LifeLine Hospital,2025-06-21,162,124,38,30,29.0,10.0,117.0
H001,MedCare General Hospital,2025-09-16,477,365,112,44,30.0,8.0,123.0
H003,LifeLine Hospital,2025-04-25,162,70,92,31,33.0,8.0,65.0
H007,Unity Wellness Hospital,2025-06-24,221,144,77,13,,11.0,75.0
H001,MedCare General Hospital,2025-05-19,477,322,155,34,28.0,4.0,143.0
H005,PrimeCare Hospital,2025-04-24,275,164,111,31,14.0,12.0,149.0
H001,MedCare General Hospital,2025-11-16,477,285,192,29,24.0,17.0,90.0
H002,CityCare Medical Center,2025-10-16,207,197,10,17,25.0,7.0,145.0
H006,Sunrise Community Hospital,2025-08-19,264,208,56,25,25.0,10.0,167.0
H006,Sunrise Community Hospital,2025-07-11,264,248,16,14,36.0,10.0,143.0
H002,CityCare Medical Center,2025-07-13,207,163,44,20,16.0,7.0,118.0
H001,MedCare General Hospital,2025-05-20,477,325,152,27,31.0,3.0,112.0
H001,MedCare General Hospital,2025-04-23,477,360,117,41,21.0,12.0,168.0
H002,CityCare Medical Center,2025-06-16,207,170,37,16,25.0,12.0,142.0
H001,MedCare General Hospital,2025-08-13,477,406,71,34,14.0,11.0,185.0
H002,CityCare Medical Center,2025-12-25,207,167,40,17,33.0,7.0,155.0
H007,Unity Wellness Hospital,2025-07-12,221,165,56,14,18.0,8.0,75.0
H007,Unity Wellness Hospital,2025-01-06,221,165,56,31,32.0,6.0,135.0
H004,HealthFirst Medical Institute,2025-12-05,290,204,86,40,32.0,8.0,121.0
H001,MedCare General Hospital,2025-11-22,477,405,72,21,24.0,14.0,154.0
H004,HealthFirst Medical Institute,2025-08-17,290,208,82,33,12.0,18.0,110.0
H007,Unity Wellness Hospital,2025-11-27,221,192,29,24,21.0,7.0,154.0
H004,HealthFirst Medical Institute,2025-12-30,290,105,185,19,16.0,6.0,124.0
H005,PrimeCare Hospital,2025-11-08,275,176,99,26,11.0,9.0,47.0
H007,Unity Wellness Hospital,2025-04-30,221,193,28,26,35.0,3.0,82.0
H002,CityCare Medical Center,2025-12-16,207,141,66,35,25.0,10.0,69.0
H003,LifeLine Hospital,2025-04-27,162,86,76,35,28.0,6.0,57.0
H001,MedCare General Hospital,2025-07-13,477,425,52,19,23.0,16.0,62.0
H007,Unity Wellness Hospital,2025-10-18,221,179,42,30,29.0,8.0,29.0
H002,CityCare Medical Center,2025-07-28,207,141,66,18,28.0,5.0,169.0
H003,LifeLine Hospital,2025-08-05,162,93,69,24,27.0,4.0,131.0
H002,CityCare Medical Center,2025-05-19,207,157,50,25,22.0,0.0,85.0
H005,PrimeCare Hospital,2025-06-19,275,197,78,30,26.0,15.0,97.0
H006,Sunrise Community Hospital,2025-03-19,264,114,150,16,22.0,12.0,128.0
H007,Unity Wellness Hospital,2025-03-04,221,144,77,20,13.0,8.0,132.0
H002,CityCare Medical Center,2025-10-08,207,124,83,18,30.0,13.0,118.0
H001,MedCare General Hospital,2025-01-04,477,311,166,16,16.0,10.0,63.0
H006,Sunrise Community Hospital,2025-02-15,264,200,64,28,25.0,4.0,33.0
H002,CityCare Medical Center,2025-04-13,207,163,44,29,24.0,9.0,93.0
H004,HealthFirst Medical Institute,2025-09-08,290,250,40,18,15.0,8.0,191.0
H001,MedCare General Hospital,2025-01-06,477,349,128,15,19.0,10.0,108.0
H004,HealthFirst Medical Institute,2025-06-01,290,218,72,22,4.0,8.0,111.0
H003,LifeLine Hospital,2025-07-09,162,119,43,22,27.0,14.0,172.0
H002,CityCare Medical Center,2025-07-02,207,135,72,22,36.0,10.0,154.0
H001,MedCare General Hospital,2025-08-17,477,326,151,36,25.0,8.0,113.0
H003,LifeLine Hospital,2025-11-30,162,111,51,12,22.0,8.0,141.0
H002,CityCare Medical Center,2025-06-27,207,128,79,37,12.0,10.0,134.0
H001,MedCare General Hospital,2025-08-31,477,272,205,19,31.0,6.0,108.0
H003,LifeLine Hospital,2025-06-18,162,124,38,17,20.0,6.0,154.0
H006,Sunrise Community Hospital,2025-01-23,264,148,116,29,17.0,2.0,71.0
H004,HealthFirst Medical Institute,2025-03-07,290,219,71,23,38.0,7.0,167.0
H007,Unity Wellness Hospital,2025-07-04,221,203,18,23,17.0,10.0,105.0
H006,Sunrise Community Hospital,2025-11-20,264,220,44,26,20.0,5.0,187.0
H005,PrimeCare Hospital,2025-11-14,275,212,63,27,23.0,8.0,109.0
H006,Sunrise Community Hospital,2025-03-21,264,222,42,40,41.0,12.0,83.0
H003,LifeLine Hospital,2025-04-23,162,111,51,20,9.0,12.0,121.0
H004,HealthFirst Medical Institute,2025-10-06,290,244,46,33,19.0,5.0,67.0
H006,Sunrise Community Hospital,2025-12-07,264,181,83,22,19.0,10.0,96.0
H006,Sunrise Community Hospital,2025-02-23,264,186,78,37,23.0,8.0,126.0
H005,PrimeCare Hospital,2025-03-08,275,233,42,18,29.0,12.0,194.0
H005,PrimeCare Hospital,2025-05-26,275,193,82,15,10.0,9.0,123.0
H001,MedCare General Hospital,2025-10-04,477,382,95,21,19.0,17.0,149.0
